w1_hid,w1_pid,sex,age,slequal_OT,SDweek_OT,lfsat_OT,wstress_OT,happy_OT,health_OT,wellbe_OT,wave,educ_kat,estat,deti5_OT,hincome_6,jetlag_OT
NA,-250,NA,NA,3,6.476190476190476,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,NA,0.9166666865348816
100003268,10000326802,2,68,2,9,8,NA,NA,NA,NA,5,1,4,0,NA,0
100005661,10000566101,2,70,3,6,7,NA,NA,NA,NA,5,1,4,0,1,0
NA,-374,NA,NA,3,7.476190476190476,7,0,NA,NA,NA,5,NA,NA,2,5,1.25
NA,-608,NA,NA,3,6.511904761904762,6,0,NA,NA,NA,5,NA,NA,2,6,2.4583332538604736
100004718,10000471801,2,35,3,6.928571428571428,8,0.3333333333333333,NA,NA,NA,5,1,0,0,NA,2.5
100005355,10000535501,2,25,3,7.428571428571429,7,0.3333333333333333,NA,NA,NA,5,3,0,0,6,0.75
100002528,10000252801,2,43,1,7.5,5,NA,NA,NA,NA,5,2,NA,0,NA,0
100005847,10000584701,2,60,3,8.5,7,NA,NA,NA,NA,5,1,4,0,3,0.25
100007645,10000764501,2,69,4,7,8,NA,NA,NA,NA,5,3,4,0,1,0
100008215,10000821501,2,34,2,7,8,NA,NA,NA,NA,5,2,0,1,3,0
100002837,10000283701,2,41,3,9,7,0,NA,NA,NA,5,2,0,0,NA,0.5
NA,-267,NA,NA,3,8.5,8,NA,NA,NA,NA,5,NA,NA,2,3,0.25
NA,-321,NA,NA,3,5.8809523809523805,8,0.3333333333333333,NA,NA,NA,5,NA,NA,2,3,2.3333332538604736
100008138,10000813801,2,72,1,6.5,7,NA,NA,NA,NA,5,2,4,0,3,0
100009485,10000948502,2,38,3,8.38095238095238,8,0.3333333333333333,NA,NA,NA,5,3,0,1,5,0.875
NA,-463,NA,NA,3,8.238095238095239,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,1.5833333730697632
NA,-98,NA,NA,3,8.4761904761904745,8,0,NA,NA,NA,5,NA,NA,2,3,0.25
NA,-520,NA,NA,3,5.25,6,0,NA,NA,NA,5,NA,NA,2,NA,1.25
NA,-454,NA,NA,2,7.702380952380953,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,NA,0.625
100003713,10000371303,2,20,4,7.928571428571428,8,0,NA,NA,NA,5,2,2,0,NA,1.75
100008276,10000827601,2,67,3,6.5,10,NA,NA,NA,NA,5,2,4,0,1,0
NA,-380,NA,NA,3,6.928571428571428,9,0,NA,NA,NA,5,NA,NA,2,4,0.5
100005395,10000539501,1,75,2,8.5,8,NA,NA,NA,NA,5,3,4,0,2,0
NA,-293,NA,NA,1,7,4,0.3333333333333333,NA,NA,NA,5,NA,NA,2,2,0
100008741,10000874101,2,59,4,7.5,9,NA,NA,NA,NA,5,2,4,0,1,0
NA,-271,NA,NA,4,8,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,2,1
NA,-396,NA,NA,3,7.357142857142858,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,NA,0.25
NA,-543,NA,NA,3,7.357142857142858,8,0.3333333333333333,NA,NA,NA,5,NA,NA,2,1,0.5
100008746,10000874601,2,40,3,7.595238095238095,9,0,NA,NA,NA,5,2,0,0,6,0.5416666865348816
NA,-556,NA,NA,3,6.809523809523809,8,0,NA,NA,NA,5,NA,NA,2,6,2.3333332538604736
100006337,10000633701,2,62,3,7.833333333333333,8,NA,NA,NA,NA,5,1,4,0,1,0.25
100003144,10000314401,2,73,2,8.571428571428571,8,NA,NA,NA,NA,5,1,4,0,NA,0.125
100006467,10000646701,1,61,4,7.5,7,NA,NA,NA,NA,5,2,4,0,NA,0
100007648,10000764801,2,66,4,6.5,7,NA,NA,NA,NA,5,1,4,0,1,0.5
100003565,10000356501,1,29,3,6.821428571428571,7,NA,NA,NA,NA,5,3,0,2,NA,1
NA,-386,NA,NA,3,7.2857142857142865,8,0,NA,NA,NA,5,NA,NA,2,NA,1.5
100001374,10000137402,1,29,3,7.047619047619048,7,0,NA,NA,NA,5,2,0,0,NA,1.1666666269302368
NA,-599,NA,NA,3,8.833333333333334,7,NA,NA,NA,NA,5,NA,NA,2,2,0.25
NA,-194,NA,NA,4,6.666666666666667,9,NA,NA,NA,NA,5,NA,NA,2,NA,0.25
100001767,10000176701,2,68,3,6,8,NA,NA,NA,NA,5,3,4,0,NA,0
100005997,10000599704,1,21,4,7.25,7,0.3333333333333333,NA,NA,NA,5,2,3,2,2,0
100009462,10000946201,1,90,3,8,7,NA,NA,NA,NA,5,3,4,0,1,0
100006675,10000667501,2,28,3,9.857142857142856,9,0,NA,NA,NA,5,3,5,2,6,0.5
100008684,10000868401,2,62,2,7.833333333333333,5,NA,NA,NA,NA,5,1,4,0,2,0.8333333134651184
NA,-234,NA,NA,3,6.4642857142857135,10,0,NA,NA,NA,5,NA,NA,2,4,1.0416666269302368
100007485,10000748501,2,52,3,6,9,0,NA,NA,NA,5,2,0,0,2,0
100006524,10000652401,1,48,3,6.416666666666667,6,0.3333333333333333,NA,NA,NA,5,3,1,1,5,0.25
100005474,10000547401,2,54,3,8,6,NA,NA,NA,NA,5,2,2,1,1,0
100002119,10000211901,2,68,3,9.333333333333334,7,NA,NA,NA,NA,5,2,4,0,NA,0.0416666679084301
100006743,10000674301,2,63,2,7.75,5,NA,NA,NA,NA,5,1,4,0,1,0
100008246,10000824601,2,62,3,7,9,NA,NA,NA,NA,5,1,4,0,3,0.875
100008566,10000856602,1,27,2,5.142857142857142,3,0,NA,NA,NA,5,2,0,0,3,2
100002387,10000238702,2,44,4,7.2857142857142865,7,0,NA,NA,NA,5,2,0,0,NA,2
100003388,10000338804,1,22,4,9.166666666666666,7,0.3333333333333333,NA,NA,NA,5,2,3,0,NA,0.4166666567325592
100001331,10000133101,2,38,1,5.571428571428572,3,0,NA,NA,NA,5,2,0,0,NA,0
100001164,10000116401,2,78,3,8.75,7,NA,NA,NA,NA,5,2,4,0,NA,0.125
100006723,-1664,NA,NA,2,5.928571428571428,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,5,1
100004835,10000483501,1,35,3,6.833333333333333,7,0,NA,NA,NA,5,3,0,1,NA,2.5416667461395264
100002287,10000228701,2,51,2,7.880952380952381,5,0,NA,NA,NA,5,2,0,0,NA,0.7083333134651184
100003416,10000341601,2,43,3,5.5,5,0.6666666666666666,NA,NA,NA,5,2,1,0,NA,2.375
100002387,10000238703,2,18,4,8.464285714285714,9,0,NA,NA,NA,5,1,3,0,NA,1.625
100007553,10000755301,1,66,3,7,6,NA,NA,NA,NA,5,1,4,0,1,0
100005461,10000546101,2,57,3,7.357142857142858,5,0,NA,NA,NA,5,2,2,0,3,0.75
NA,-29,NA,NA,3,7.3928571428571415,7,0,NA,NA,NA,5,NA,NA,2,NA,0.875
100005824,10000582401,1,64,3,6.5,10,NA,NA,NA,NA,5,2,4,0,2,0
100005865,10000586501,1,68,3,10,8,NA,NA,NA,NA,5,1,4,0,3,0
100003446,10000344601,2,33,3,7.5,8,0,NA,NA,NA,5,3,5,2,NA,0
NA,-215,NA,NA,3,7.464285714285714,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,3
100006853,10000685301,1,40,3,7.321428571428572,8,0,NA,NA,NA,5,3,0,1,6,1
100007192,10000719203,1,15,4,7.178571428571428,8,NA,NA,NA,NA,5,1,3,0,6,2.25
100006774,10000677402,1,76,3,7.25,7,NA,NA,NA,NA,5,2,4,0,2,0.125
100002958,10000295801,1,66,3,9.333333333333334,5,NA,NA,NA,NA,5,2,4,0,NA,0
NA,-398,NA,NA,3,7.345238095238095,8,0,NA,NA,NA,5,NA,NA,2,NA,0.5
100008494,10000849401,1,67,4,5,9,NA,NA,NA,NA,5,1,4,0,1,0
NA,-247,NA,NA,4,7.916666666666667,9,0.6666666666666666,NA,NA,NA,5,NA,NA,2,3,0
100008329,10000832901,2,62,3,8.833333333333334,10,NA,NA,NA,NA,5,2,0,0,3,0
100007112,10000711201,2,41,3,8.214285714285715,8,0,NA,NA,NA,5,2,0,0,5,0.375
100006382,10000638201,1,60,3,6,7,NA,NA,NA,NA,5,1,0,0,3,0
NA,-552,NA,NA,3,7.428571428571429,8,0,NA,NA,NA,5,NA,NA,2,5,1
NA,-159,NA,NA,3,6.5,6,NA,NA,NA,NA,5,NA,NA,2,2,0
NA,-564,NA,NA,3,6.785714285714286,9,0.6666666666666666,NA,NA,NA,5,NA,NA,2,6,0.25
100008826,10000882601,2,34,3,8.5,10,NA,NA,NA,NA,5,2,5,1,4,1
100008787,10000878701,1,67,3,7.5,5,NA,NA,NA,NA,5,2,4,0,2,0
NA,-587,NA,NA,3,9,8,0.6666666666666666,NA,NA,NA,5,NA,NA,2,6,0.875
100008942,10000894202,2,70,2,7.5,5,NA,NA,NA,NA,5,2,4,0,6,0.375
NA,-139,NA,NA,3,8,8,0.3333333333333333,NA,NA,NA,5,NA,NA,2,NA,0
NA,-566,NA,NA,3,8.4761904761904745,8,0,NA,NA,NA,5,NA,NA,2,6,1.25
100008793,10000879301,2,69,2,8,5,NA,NA,NA,NA,5,2,4,0,1,0
NA,-467,NA,NA,4,10,9,NA,NA,NA,NA,5,NA,NA,2,1,0
100004919,10000491901,2,45,4,9,8,0,NA,NA,NA,5,1,0,0,NA,0
100001475,10000147502,2,39,2,7.5,5,NA,NA,NA,NA,5,2,1,1,NA,0.125
NA,-557,NA,NA,3,6.773809523809524,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,NA,0.625
100008521,10000852101,2,33,2,7.5,8,NA,NA,NA,NA,5,3,0,1,5,0.5
100005382,10000538202,2,70,1,6,5,NA,NA,NA,NA,5,2,4,0,4,0
100005371,10000537104,1,60,3,6.928571428571428,6,NA,NA,NA,NA,5,3,0,0,6,0.75
100004557,10000455702,1,30,3,8.5,5,NA,NA,NA,NA,5,2,2,1,NA,0
100005927,10000592702,2,43,3,8,5,NA,NA,NA,NA,5,2,4,0,2,1.75
100008812,10000881201,2,27,3,8.416666666666666,7,NA,NA,NA,NA,5,3,5,2,2,1.1666666269302368
100007413,10000741302,2,36,3,8.5,9,0.3333333333333333,NA,NA,NA,5,3,0,0,6,0
100006678,10000667801,2,64,4,7.5,8,NA,NA,NA,NA,5,1,4,0,3,0
100002584,10000258402,1,64,4,7.75,10,NA,NA,NA,NA,5,1,4,0,NA,0
100007637,10000763701,2,72,3,6.75,10,NA,NA,NA,NA,5,1,4,0,3,0.625
100005787,10000578701,2,74,3,7.107142857142858,10,NA,NA,NA,NA,5,1,4,0,2,0.125
100006964,10000696401,1,64,3,7.75,8,NA,NA,NA,NA,5,1,4,0,3,0
100002632,10000263201,1,32,4,6.571428571428572,9,0,NA,NA,NA,5,1,0,0,NA,4
NA,-23,NA,NA,4,7.452380952380952,9,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,0.2916666567325592
100002929,10000292901,1,38,3,8.892857142857142,5,0,NA,NA,NA,5,3,0,0,NA,0.75
100001672,10000167201,2,41,3,6.142857142857142,10,NA,NA,NA,NA,5,2,0,1,NA,0.5
100003311,10000331102,2,73,3,9,9,NA,NA,NA,NA,5,3,4,0,NA,0
100009134,10000913401,1,50,3,7.380952380952381,8,0,NA,NA,NA,5,2,0,0,5,4.041666507720947
100002485,10000248501,2,56,4,8.5,8,NA,NA,NA,NA,5,1,NA,0,NA,0
NA,-116,NA,NA,3,7.976190476190476,7,0.6666666666666666,NA,NA,NA,5,NA,NA,2,NA,1.6666666269302368
100002287,10000228702,1,54,3,6.476190476190476,7,0,NA,NA,NA,5,2,0,0,NA,1.25
100005248,10000524801,1,58,4,4.916666666666667,9,0.6666666666666666,NA,NA,NA,5,1,0,0,NA,1.75
100006247,10000624701,1,82,3,9,9,NA,NA,NA,NA,5,1,4,0,3,0
100005767,10000576701,1,61,4,8.416666666666666,8,NA,NA,NA,NA,5,1,4,0,4,0
NA,-412,NA,NA,3,9.357142857142856,5,NA,NA,NA,NA,5,NA,NA,2,5,1.25
NA,-119,NA,NA,3,5.107142857142858,8,0,NA,NA,NA,5,NA,NA,2,5,0.625
100001182,10000118201,1,48,3,5.416666666666667,9,NA,NA,NA,NA,5,3,5,1,NA,0.25
100007844,10000784401,2,58,4,8.642857142857142,10,0,NA,NA,NA,5,2,0,0,6,2
NA,-38,NA,NA,2,8.928571428571429,9,0.3333333333333333,NA,NA,NA,5,NA,NA,2,NA,0.75
NA,-243,NA,NA,2,11.5,5,NA,NA,NA,NA,5,NA,NA,2,5,3.5
NA,-342,NA,NA,4,7.928571428571428,8,0.6666666666666666,NA,NA,NA,5,NA,NA,2,6,1.125
100005459,10000545901,2,60,3,9.25,6,0,NA,NA,NA,5,1,4,0,4,0
100002496,10000249601,2,39,3,9.928571428571427,8,0.3333333333333333,NA,NA,NA,5,1,0,0,NA,0.5
NA,-576,NA,NA,3,6.785714285714286,8,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,2.5
100002485,10000248503,2,25,3,8,9,0.6666666666666666,NA,NA,NA,5,3,0,0,NA,0
100006379,10000637904,2,15,3,8.285714285714285,8,NA,NA,NA,NA,5,1,3,0,6,1.75
100008278,10000827801,2,58,2,7.983333333333333,6,NA,NA,NA,NA,5,1,4,0,3,0
NA,-417,NA,NA,4,7.404761904761905,6,0.6666666666666666,NA,NA,NA,5,NA,NA,2,2,1
NA,-436,NA,NA,3,7,7,1,NA,NA,NA,5,NA,NA,2,3,0
100008145,10000814501,2,63,2,6,7,NA,NA,NA,NA,5,2,4,0,2,0.5
100005774,-1489,NA,NA,3,8.11904761904762,8,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,1.5
100003691,10000369101,2,38,4,11,8,0,NA,NA,NA,5,2,0,0,NA,1.25
100003841,10000384101,2,33,3,9,6,0.3333333333333333,NA,NA,NA,5,3,5,1,NA,0.5
NA,-571,NA,NA,2,5,9,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,0
100006353,10000635302,1,66,3,7.25,8,NA,NA,NA,NA,5,1,4,0,NA,0.0416666679084301
NA,-421,NA,NA,2,7.833333333333333,8,NA,NA,NA,NA,5,NA,NA,2,3,0.25
100005936,10000593601,1,32,4,6.940476190476192,9,0,NA,NA,NA,5,3,0,2,6,1.2916666269302368
100001798,10000179802,2,25,3,9.357142857142856,10,NA,NA,NA,NA,5,2,0,1,NA,0.25
100002138,10000213802,2,29,4,8,10,NA,NA,NA,NA,5,2,5,2,NA,2.5
NA,-111,NA,NA,3,8.5,10,0,NA,NA,NA,5,NA,NA,2,5,1
100001827,10000182702,2,25,4,8.916666666666666,10,0,NA,NA,NA,5,3,0,0,NA,0
100004314,10000431401,1,65,4,7.2857142857142865,7,NA,NA,NA,NA,5,3,4,0,NA,0.375
100008772,10000877201,1,69,3,7,8,NA,NA,NA,NA,5,2,4,0,1,0
100001465,10000146502,1,41,2,6.5,0,NA,NA,NA,NA,5,3,0,0,NA,0.25
NA,-424,NA,NA,3,7,8,NA,NA,NA,NA,5,NA,NA,2,NA,1.5
100006243,10000624302,1,34,3,7.071428571428572,5,0.6666666666666666,NA,NA,NA,5,2,0,0,6,1
100007632,10000763201,2,63,4,8.416666666666666,10,NA,NA,NA,NA,5,2,4,0,3,0
100005368,10000536802,2,54,4,7.142857142857142,5,0.6666666666666666,NA,NA,NA,5,2,0,0,3,0.25
100006361,10000636102,2,22,3,6.5,7,NA,NA,NA,NA,5,2,0,1,6,0
100003957,10000395702,1,65,3,8.392857142857142,0,NA,NA,NA,NA,5,1,4,0,NA,0.25
100004274,10000427401,2,43,3,7.190476190476192,7,0.3333333333333333,NA,NA,NA,5,3,0,0,NA,1.75
100004414,10000441401,1,43,3,7.142857142857142,7,0,NA,NA,NA,5,2,0,1,NA,0.75
100008686,10000868601,2,48,2,10,6,NA,NA,NA,NA,5,1,4,0,2,0
100007427,10000742701,2,56,3,5.5,8,0.3333333333333333,NA,NA,NA,5,3,0,0,5,0
100006598,10000659801,1,32,3,6.714285714285714,8,0.3333333333333333,NA,NA,NA,5,3,0,2,5,1.125
100006753,10000675301,1,46,4,8.285714285714285,8,0,NA,NA,NA,5,2,0,0,6,2.5
100009473,10000947302,2,26,2,7.5,5,0.3333333333333333,NA,NA,NA,5,3,1,1,3,2
NA,-565,NA,NA,4,7.916666666666667,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,0
100005947,10000594701,2,65,2,8,8,NA,NA,NA,NA,5,1,4,0,1,0
100003366,10000336602,1,54,4,7.071428571428572,9,0,NA,NA,NA,5,2,0,0,NA,0.875
100005326,10000532602,2,47,3,7.071428571428572,8,0.6666666666666666,NA,NA,NA,5,3,0,0,NA,1.8333333730697632
100005632,10000563201,1,72,3,7,9,NA,NA,NA,NA,5,3,4,0,3,0
NA,-53,NA,NA,3,7.071428571428572,6,0.6666666666666666,NA,NA,NA,5,NA,NA,2,2,1
100007532,10000753202,2,58,4,7,8,NA,NA,NA,NA,5,1,4,0,2,0.5
100001265,10000126501,1,54,3,6.607142857142858,6,0,NA,NA,NA,5,2,0,0,NA,2.125
100009444,10000944401,2,37,4,6.609523809523808,10,0,NA,NA,NA,5,2,0,0,6,2.25
NA,-235,NA,NA,2,6.8571428571428585,4,0.6666666666666666,NA,NA,NA,5,NA,NA,2,NA,2.125
100002254,10000225401,2,32,3,7.642857142857142,9,0,NA,NA,NA,5,3,5,1,NA,1.25
NA,-77,NA,NA,2,6.892857142857142,6,0,NA,NA,NA,5,NA,NA,2,NA,0.4583333432674408
NA,-13,NA,NA,3,7.166666666666667,8,0,NA,NA,NA,5,NA,NA,2,6,2.5833332538604736
100001979,10000197904,2,17,3,8.535714285714286,7,NA,NA,NA,NA,5,1,3,0,NA,0.875
NA,-589,NA,NA,3,6.833333333333333,8,0,NA,NA,NA,5,NA,NA,2,6,0
NA,-516,NA,NA,3,8.035714285714286,7,0,NA,NA,NA,5,NA,NA,2,NA,0.875
100005357,10000535701,1,90,3,7.5,7,NA,NA,NA,NA,5,3,4,0,3,0
100009365,10000936501,2,53,3,6.035714285714286,6,0.3333333333333333,NA,NA,NA,5,2,0,0,2,0.375
NA,-147,NA,NA,3,6.261904761904762,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,1.1666666269302368
NA,-8,NA,NA,3,8.5,8,NA,NA,NA,NA,5,NA,NA,2,1,0
NA,-1,NA,NA,4,7.571428571428571,8,0.3333333333333333,NA,NA,NA,5,NA,NA,2,5,1.125
100005744,10000574401,1,64,3,7.833333333333333,8,NA,NA,NA,NA,5,2,4,0,2,0.5
100003681,10000368102,2,43,2,6.75,8,0,NA,NA,NA,5,3,0,0,NA,1.375
NA,-244,NA,NA,4,5.988095238095238,8,0,NA,NA,NA,5,NA,NA,2,5,1
100002489,10000248901,2,34,3,7.5,8,0,NA,NA,NA,5,3,0,0,NA,1
100003185,10000318501,2,64,3,7.880952380952381,8,NA,NA,NA,NA,5,1,4,0,NA,0.5833333134651184
NA,-602,NA,NA,3,9.857142857142856,8,0,NA,NA,NA,5,NA,NA,2,4,1.25
100006964,10000696402,2,60,3,6.916666666666666,9,NA,NA,NA,NA,5,1,4,0,3,1
100002988,10000298804,1,14,3,9.714285714285717,10,NA,NA,NA,NA,5,NA,3,1,NA,0.5
NA,-31,NA,NA,3,8,7,0,NA,NA,NA,5,NA,NA,2,5,0
100008572,10000857201,2,68,3,8,9,NA,NA,NA,NA,5,1,4,0,2,0
NA,-575,NA,NA,3,5.428571428571428,8,0,NA,NA,NA,5,NA,NA,2,6,1.25
100004262,10000426203,2,16,4,9.571428571428573,8,NA,NA,NA,NA,5,1,3,0,NA,0.75
100008177,10000817702,2,60,4,7.0547619047619055,10,0,NA,NA,NA,5,3,0,0,6,1
NA,-439,NA,NA,4,8.238095238095239,9,0,NA,NA,NA,5,NA,NA,2,6,1.5833333730697632
100005456,10000545601,1,85,3,7.5,10,NA,NA,NA,NA,5,2,4,0,3,0
NA,-622,NA,NA,3,7,8,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,0.75
100001426,10000142601,2,57,2,6.595238095238095,7,NA,NA,NA,NA,5,2,4,0,NA,1.0416666269302368
100007247,10000724701,1,29,4,7.773809523809524,9,0,NA,NA,NA,5,2,0,1,5,0.9583333134651184
NA,-425,NA,NA,3,7.464285714285714,7,0,NA,NA,NA,5,NA,NA,2,3,1.125
100002514,10000251401,1,78,2,7.5,8,NA,NA,NA,NA,5,2,4,0,NA,0
100007972,10000797202,1,33,3,7.0357142857142865,7,0,NA,NA,NA,5,2,0,0,4,0.375
100009362,10000936202,2,66,4,5.214285714285714,10,0,NA,NA,NA,5,2,4,0,3,0.5
100003316,10000331602,2,36,2,7.678571428571428,4,0,NA,NA,NA,5,2,0,0,NA,1.125
100002478,10000247802,2,34,3,7.5,10,NA,NA,NA,NA,5,3,0,0,NA,0.4166666567325592
100003125,10000312501,2,35,3,8.714285714285714,9,0,NA,NA,NA,5,3,5,1,NA,0.19166666269302368
100004977,10000497701,2,40,3,7.440476190476191,7,0,NA,NA,NA,5,1,0,1,NA,1.0416666269302368
NA,-221,NA,NA,2,8,5,NA,NA,NA,NA,5,NA,NA,2,3,0
100001469,10000146902,1,43,4,7.738095238095238,9,0,NA,NA,NA,5,2,0,0,NA,2.366666555404663
NA,-410,NA,NA,4,6.2857142857142865,8,0.3333333333333333,NA,NA,NA,5,NA,NA,2,6,3
100002941,10000294102,2,29,3,6.273809523809524,8,0.3333333333333333,NA,NA,NA,5,1,5,1,NA,1.5
100007918,10000791802,2,15,4,8.333333333333334,6,NA,NA,NA,NA,5,1,3,0,6,0
NA,-554,NA,NA,3,8.107142857142858,8,0,NA,NA,NA,5,NA,NA,2,6,0.75
100009342,10000934202,1,62,3,6.833333333333333,8,0,NA,NA,NA,5,1,4,0,5,1
100007859,10000785901,2,36,4,7,6,0.6666666666666666,NA,NA,NA,5,1,0,0,4,0
100003957,10000395701,2,66,3,7.75,10,NA,NA,NA,NA,5,2,4,0,NA,0.1666666716337204
100006191,10000619103,2,18,3,7.571428571428571,9,0.3333333333333333,NA,NA,NA,5,1,3,0,5,1.5
NA,-130,NA,NA,4,7.2857142857142865,5,NA,NA,NA,NA,5,NA,NA,2,4,0.5
100009246,10000924602,2,41,3,5.321428571428572,5,0,NA,NA,NA,5,2,1,0,5,0.25
100003787,10000378702,2,30,3,7.821428571428572,7,0,NA,NA,NA,5,3,5,2,NA,0.7083333134651184
100009484,10000948401,2,39,4,7.928571428571428,7,0.6666666666666666,NA,NA,NA,5,3,0,0,5,1.75
100003381,10000338103,1,16,4,7.7142857142857135,8,NA,NA,NA,NA,5,1,3,0,NA,0.25
NA,-447,NA,NA,2,6.2142857142857135,7,0,NA,NA,NA,5,NA,NA,2,NA,4
100007416,10000741601,2,43,2,6.714285714285714,8,0,NA,NA,NA,5,2,0,0,2,3.125
100001177,10000117701,1,42,3,7.666666666666666,8,0.6666666666666666,NA,NA,NA,5,1,0,0,NA,0
100006195,10000619501,2,52,3,6.821428571428571,5,0,NA,NA,NA,5,2,0,0,4,1.875
100002829,10000282901,2,75,3,8.333333333333334,10,NA,NA,NA,NA,5,1,4,0,NA,0.3333333432674408
100002457,10000245702,1,32,4,8,7,0,NA,NA,NA,5,1,4,2,NA,1.5
100009325,10000932501,1,68,4,7.833333333333333,6,NA,NA,NA,NA,5,1,0,0,4,0.375
100005756,10000575601,1,58,4,7.892857142857142,9,0.3333333333333333,NA,NA,NA,5,1,0,0,2,3.5
100005497,10000549702,2,40,2,5.5,7,NA,NA,NA,NA,5,1,0,0,2,0
100007325,10000732501,2,45,2,7.142857142857142,5,0,NA,NA,NA,5,1,0,0,3,1.5
100003844,10000384401,2,38,3,8.880952380952381,9,0.3333333333333333,NA,NA,NA,5,3,0,0,NA,0.9166666865348816
100009452,10000945201,2,69,3,8.321428571428571,6,0,NA,NA,NA,5,1,4,0,1,1
100007611,10000761101,1,66,3,7.25,7,NA,NA,NA,NA,5,2,4,0,3,0
NA,-127,NA,NA,4,6.983333333333333,9,0,NA,NA,NA,5,NA,NA,2,4,0
NA,-546,NA,NA,3,7.976190476190476,8,0,NA,NA,NA,5,NA,NA,2,5,0.25
NA,-143,NA,NA,3,8.642857142857142,5,NA,NA,NA,NA,5,NA,NA,2,NA,0.75
100006379,10000637901,2,43,3,6.8571428571428585,8,0,NA,NA,NA,5,3,1,0,6,0.75
100003724,10000372402,2,63,3,6,9,NA,NA,NA,NA,5,3,4,0,NA,0
100005452,10000545201,2,44,3,8,8,0,NA,NA,NA,5,2,0,0,6,1.5
100005649,10000564901,1,63,4,7.333333333333334,9,NA,NA,NA,NA,5,3,4,0,3,0
NA,-545,NA,NA,3,7.5,10,NA,NA,NA,NA,5,NA,NA,2,NA,0
100001151,10000115101,1,50,2,6,5,1,NA,NA,NA,5,2,0,0,NA,0.25
100006317,10000631701,1,84,3,7.25,10,NA,NA,NA,NA,5,1,4,0,1,0.125
100009298,10000929801,2,70,3,6.75,8,NA,NA,NA,NA,5,2,4,0,1,0
100005924,10000592402,1,66,3,8.261904761904761,10,NA,NA,NA,NA,5,2,4,0,2,0.25
100005337,10000533701,2,58,4,9.5,8,0,NA,NA,NA,5,2,0,0,NA,0.5
100002156,10000215602,1,41,2,5.785714285714286,5,0.3333333333333333,NA,NA,NA,5,2,1,0,NA,0.5
100008949,10000894902,2,51,3,7.345238095238095,4,NA,NA,NA,NA,5,3,2,0,NA,0.75
NA,-305,NA,NA,3,8.833333333333334,7,NA,NA,NA,NA,5,NA,NA,2,NA,0
100004777,10000477704,2,21,3,8.892857142857142,8,0,NA,NA,NA,5,2,0,0,NA,0.75
100005958,10000595803,1,13,2,8.5,7,NA,NA,NA,NA,5,NA,3,0,5,1
NA,-423,NA,NA,3,6.4642857142857135,9,0,NA,NA,NA,5,NA,NA,2,5,2.375
NA,-211,NA,NA,3,6.25,4,0,NA,NA,NA,5,NA,NA,2,3,1.125
100007869,10000786901,1,32,3,5.940476190476191,8,0,NA,NA,NA,5,3,0,2,5,0.0416666679084301
NA,-52,NA,NA,3,8,5,NA,NA,NA,NA,5,NA,NA,2,3,0.5
100006746,10000674602,2,68,2,7,8,NA,NA,NA,NA,5,1,4,0,3,0
100001448,10000144801,1,59,3,6.738095238095238,8,0,NA,NA,NA,5,2,0,0,NA,1.8833333253860474
100003117,-1039,NA,NA,3,9,5,NA,NA,NA,NA,5,NA,NA,2,NA,0
100006691,10000669101,2,60,4,6.75,10,NA,NA,NA,NA,5,1,4,0,3,0.5
100004918,10000491802,1,28,3,7.107142857142858,7,0,NA,NA,NA,5,3,0,0,NA,1.375
NA,-360,NA,NA,1,8,7,0.3333333333333333,NA,NA,NA,5,NA,NA,2,5,0
NA,-337,NA,NA,4,8,8,0,NA,NA,NA,5,NA,NA,2,6,1
NA,-523,NA,NA,4,7.642857142857142,10,0,NA,NA,NA,5,NA,NA,2,5,0.375
100009187,10000918701,2,61,3,8.5,9,NA,NA,NA,NA,5,2,4,0,3,0.5
100006125,10000612504,2,17,3,7.547619047619048,7,NA,NA,NA,NA,5,1,3,0,NA,0.25
NA,-603,NA,NA,3,7.678571428571428,9,0,NA,NA,NA,5,NA,NA,2,NA,0.625
100004246,10000424603,2,31,3,7.75,8,0.6666666666666666,NA,NA,NA,5,3,5,2,NA,1
100008963,10000896301,2,45,3,7.2857142857142865,8,0.3333333333333333,NA,NA,NA,5,2,0,0,4,0.5
100006544,10000654401,1,42,2,6.714285714285714,5,0,NA,NA,NA,5,3,0,0,6,0
NA,-538,NA,NA,4,7.166666666666667,8,NA,NA,NA,NA,5,NA,NA,2,NA,0.6666666865348816
NA,-486,NA,NA,3,7.2857142857142865,8,0,NA,NA,NA,5,NA,NA,2,6,1.5
NA,-466,NA,NA,2,7.107142857142858,8,0,NA,NA,NA,5,NA,NA,2,5,1.625
